Age,primary_streaming_service,hours_per_day,while_working,Instrumentalist,composer,fav_genre,exploratory,foreign_languages,bpm,classical,country,edm,folk,gospel,hiphop,jazz,kpop,latin,lofi,metal,pop,r&b,rap,rock,video_game,anxiety,depression,insomnia,ocd,Music effects
14,Spotify,9,TRUE,FALSE,FALSE,R&B,TRUE,TRUE,140,Very frequently,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,10,8,9,5,Improve
21,Spotify,1,FALSE,FALSE,FALSE,Country,FALSE,FALSE,135,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,3,0,2,0,Improve
38,Apple Music,1,TRUE,FALSE,FALSE,Video game music,FALSE,FALSE,125,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Sometimes,Sometimes,Sometimes,5,5,7,1,Worsen
23,Spotify,0.5,FALSE,FALSE,TRUE,Hip hop,TRUE,TRUE,110,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,7,7,6,5,Improve
16,Other streaming service,1,FALSE,FALSE,FALSE,EDM,TRUE,FALSE,140,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Rarely,7,4,6,3,Improve
21,Apple Music,1.5,TRUE,TRUE,FALSE,Folk,FALSE,FALSE,105,Never,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,3,3,1,0,
13,Spotify,6,TRUE,FALSE,FALSE,Rap,TRUE,FALSE,112,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,4,0,0,2,Worsen
16,Spotify,4,TRUE,FALSE,FALSE,Rock,TRUE,FALSE,96,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,3,0,6,9,Improve
18,Spotify,6,TRUE,FALSE,TRUE,Rock,TRUE,FALSE,,Sometimes,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Very frequently,Sometimes,Rarely,Never,Very frequently,Never,5,1,6,0,Improve
21,Spotify,4,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,155,Never,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Never,Very frequently,Very frequently,Sometimes,Sometimes,Rarely,10,6,8,0,Improve
17,Spotify,1.5,TRUE,FALSE,FALSE,Classical,TRUE,TRUE,174,Very frequently,Rarely,Never,Never,Never,Very frequently,Sometimes,Very frequently,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Sometimes,Rarely,7,5,1,2,False effect
24,Apple Music,2,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,93,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,7,7,0,4,False effect
14,Apple Music,2,TRUE,FALSE,FALSE,Pop,TRUE,FALSE,78,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Very frequently,6,0,0,0,Improve
25,Spotify,4,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,,Sometimes,Rarely,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Rarely,6,2,3,2,Improve
22,Spotify,3,TRUE,FALSE,FALSE,Lofi,TRUE,TRUE,174,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Very frequently,7,6,7,9,Improve
20,I do Falset use a streaming service.,4,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,120,Rarely,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Never,5,7,7,0,False effect
23,Spotify,2,TRUE,FALSE,FALSE,Pop,FALSE,FALSE,75,Sometimes,Rarely,Never,Very frequently,Never,Sometimes,Sometimes,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,Never,7,6,4,3,Improve
61,Pandora,2,TRUE,FALSE,FALSE,Rock,TRUE,FALSE,94,Never,Rarely,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,2,2,2,0,Improve
24,Spotify,6,TRUE,FALSE,FALSE,Video game music,FALSE,TRUE,180,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Very frequently,Never,Never,Never,Rarely,9,5,0,7,Improve
34,Spotify,0,FALSE,TRUE,FALSE,Rock,FALSE,TRUE,115,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,3,7,8,0,Worsen
49,Spotify,1,FALSE,FALSE,FALSE,Pop,TRUE,FALSE,128,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,4,5,9,1,Improve
33,I do Falset use a streaming service.,4,TRUE,TRUE,FALSE,Rock,TRUE,TRUE,112,Rarely,Rarely,Very frequently,Never,Rarely,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Sometimes,1,0,7,0,Improve
22,I do Falset use a streaming service.,2,FALSE,TRUE,TRUE,Metal,FALSE,FALSE,140,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,3,2,0,2,False effect
38,Spotify,3,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,143,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,1,6,1,2,Improve
23,YouTube Music,4,FALSE,FALSE,FALSE,Hip hop,TRUE,FALSE,72,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,8,10,4,0,False effect
34,I do Falset use a streaming service.,2,FALSE,FALSE,FALSE,Video game music,FALSE,TRUE,100,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Never,Never,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,Never,8,10,10,0,False effect
40,Other streaming service,3,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,120,Never,Rarely,Very frequently,Rarely,Never,Very frequently,Never,Never,Never,Never,Never,Sometimes,Sometimes,Very frequently,Sometimes,Never,3,0,8,1,False effect
27,Spotify,1,FALSE,FALSE,FALSE,Hip hop,TRUE,FALSE,,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,3,4,1,0,Improve
54,YouTube Music,10,TRUE,FALSE,FALSE,Rock,TRUE,FALSE,,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Never,2,1,2,2,Improve
16,Spotify,10,FALSE,FALSE,FALSE,Rock,TRUE,FALSE,105,Rarely,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,0,0,0,0,False effect
23,I do Falset use a streaming service.,10,TRUE,FALSE,FALSE,Video game music,FALSE,TRUE,119,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,8,8,5,0,Improve
35,Spotify,4,FALSE,FALSE,FALSE,Country,TRUE,FALSE,,Never,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,1,1,1,0,False effect
22,YouTube Music,4,TRUE,FALSE,FALSE,Folk,TRUE,TRUE,137,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Rarely,8,7,6,2,Improve
41,Spotify,3,FALSE,FALSE,FALSE,Metal,TRUE,TRUE,178,Very frequently,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,6,5,4,0,False effect
63,Spotify,2,TRUE,FALSE,FALSE,Rock,TRUE,FALSE,133,Very frequently,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Very frequently,5,4,6,2,Improve
28,Spotify,1,FALSE,TRUE,FALSE,Rock,TRUE,FALSE,72,Rarely,Rarely,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,3,1,0,2,False effect
22,Spotify,6,TRUE,TRUE,FALSE,Country,TRUE,FALSE,,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Never,4,8,2,2,Improve
58,YouTube Music,1,TRUE,FALSE,FALSE,Rock,TRUE,FALSE,133,Rarely,Rarely,Never,Very frequently,Never,Rarely,Never,Never,Never,Very frequently,Very frequently,Very frequently,Never,Sometimes,Very frequently,Very frequently,5,6,3,1,Improve
58,YouTube Music,1,TRUE,TRUE,TRUE,Classical,TRUE,FALSE,80,Sometimes,Rarely,Never,Never,Rarely,Never,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Never,Never,Never,Very frequently,0,0,2,1,Improve
67,Other streaming service,4,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,146,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,7,6,7,4,Improve
70,I do Falset use a streaming service.,2,TRUE,FALSE,FALSE,Country,FALSE,FALSE,88,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,8,5,6,1,Improve
60,YouTube Music,2,TRUE,FALSE,FALSE,Rock,FALSE,TRUE,132,Sometimes,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Sometimes,4,4,2,0,Improve
15,Spotify,2,TRUE,TRUE,TRUE,Pop,TRUE,FALSE,102,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,9,8,10,9,Improve
18,YouTube Music,6,TRUE,FALSE,FALSE,EDM,TRUE,TRUE,91,Very frequently,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Never,Never,Rarely,Rarely,5,5,7,0,Improve
58,Other streaming service,3,TRUE,FALSE,FALSE,Hip hop,TRUE,TRUE,127,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,4,6,8,1,Improve
28,Other streaming service,1,TRUE,FALSE,FALSE,Lofi,TRUE,TRUE,82,Sometimes,Rarely,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Never,4,8,5,0,Improve
22,Spotify,4,TRUE,TRUE,FALSE,Lofi,TRUE,FALSE,141,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Rarely,Rarely,9,10,6,7,Improve
49,YouTube Music,0.5,FALSE,FALSE,FALSE,Classical,FALSE,FALSE,114,Very frequently,Rarely,Rarely,Very frequently,Never,Sometimes,Never,Sometimes,Never,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,3,2,2,2,Improve
20,YouTube Music,8,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,148,Never,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Sometimes,Never,Very frequently,Rarely,Never,Never,Never,6,2,2,1,Improve
55,YouTube Music,15,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,156,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,2,0,3,0,False effect
48,Spotify,1.5,TRUE,TRUE,FALSE,Metal,FALSE,FALSE,185,Rarely,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,10,8,0,4,Improve
14,Spotify,2,TRUE,TRUE,FALSE,K pop,TRUE,TRUE,114,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,4,4,2,2,Improve
18,Spotify,3,TRUE,TRUE,FALSE,Pop,TRUE,TRUE,120,Sometimes,Rarely,Never,Rarely,Never,Very frequently,Rarely,Never,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Rarely,7,8,6,2,Improve
25,Spotify,1,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,80,Very frequently,Rarely,Rarely,Never,Never,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Very frequently,7,6,5,5,Improve
71,I do Falset use a streaming service.,0.25,TRUE,FALSE,FALSE,Gospel,FALSE,TRUE,,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Very frequently,1,0,0,0,Improve
60,YouTube Music,1,FALSE,TRUE,TRUE,Gospel,FALSE,FALSE,,Sometimes,Rarely,Never,Rarely,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Sometimes,Never,6,2,8,0,Improve
18,I do Falset use a streaming service.,1,TRUE,FALSE,TRUE,Video game music,FALSE,FALSE,116,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Never,4,5,7,0,False effect
19,Spotify,5,TRUE,FALSE,FALSE,Hip hop,FALSE,TRUE,99,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Never,Very frequently,Sometimes,Never,Sometimes,Very frequently,10,7,0,0,Improve
74,I do Falset use a streaming service.,1,FALSE,FALSE,FALSE,Pop,FALSE,FALSE,129,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,4,2,1,0,Improve
36,Pandora,1,TRUE,FALSE,FALSE,Hip hop,FALSE,FALSE,131,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,7,6,2,3,Improve
14,Spotify,7,TRUE,FALSE,FALSE,Lofi,TRUE,TRUE,95,Never,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,3,2,8,0,Improve
20,Spotify,3,FALSE,TRUE,TRUE,Hip hop,TRUE,TRUE,80,Very frequently,Rarely,Rarely,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Never,Very frequently,Sometimes,10,7,4,3,Improve
15,Spotify,3,TRUE,FALSE,FALSE,K pop,TRUE,TRUE,204,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,4,0,0,0,False effect
19,I do Falset use a streaming service.,7,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,128,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Rarely,Never,7,7,0,0,Improve
29,Spotify,8,TRUE,FALSE,FALSE,EDM,FALSE,TRUE,140,Rarely,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,6,7,4,1,Improve
24,Spotify,2,TRUE,FALSE,FALSE,Metal,TRUE,FALSE,159,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Sometimes,Very frequently,7,6,2,7,Improve
18,Apple Music,2,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,104,Rarely,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,6,5,8,0,Improve
21,Spotify,2,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,97,Sometimes,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Sometimes,10,10,2,3,Improve
19,Spotify,2,TRUE,FALSE,FALSE,K pop,TRUE,TRUE,80,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Never,Sometimes,Rarely,7,6,5,1,Improve
25,Spotify,4,FALSE,FALSE,FALSE,Video game music,TRUE,TRUE,134,Sometimes,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Never,3,0,0,0,Improve
28,Spotify,8,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8,2,1,0,False effect
27,Other streaming service,4,TRUE,FALSE,FALSE,Rap,TRUE,FALSE,135,Rarely,Rarely,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Sometimes,Never,7,6,6,5,Improve
60,Spotify,1,FALSE,FALSE,FALSE,Rock,TRUE,FALSE,129,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Rarely,3,2,5,0,False effect
25,YouTube Music,5,FALSE,FALSE,FALSE,Metal,FALSE,TRUE,,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Very frequently,Rarely,8,2,1,0,Improve
60,Other streaming service,2,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,7,7,2,4,Improve
43,Other streaming service,1,FALSE,FALSE,FALSE,Country,FALSE,FALSE,110,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,5,1,1,1,Improve
51,I do Falset use a streaming service.,5,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,180,Sometimes,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Never,1,2,1,0,False effect
63,YouTube Music,8,TRUE,FALSE,FALSE,Rock,TRUE,FALSE,70,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Very frequently,Never,Sometimes,Never,2,1,2,2,Improve
64,YouTube Music,2,TRUE,FALSE,FALSE,Classical,FALSE,FALSE,,Very frequently,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Sometimes,5,2,4,0,Improve
22,Spotify,2,TRUE,FALSE,FALSE,Pop,FALSE,FALSE,,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,7,2,1,0,Improve
24,YouTube Music,1,TRUE,FALSE,FALSE,Folk,FALSE,TRUE,103,Sometimes,Rarely,Sometimes,Very frequently,Never,Rarely,Rarely,Sometimes,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Sometimes,10,10,7,8,Improve
19,Spotify,8,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,99,Rarely,Rarely,Never,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,7,2,1,6,Improve
56,Apple Music,8,TRUE,FALSE,FALSE,Pop,TRUE,FALSE,117,Sometimes,Rarely,Sometimes,Rarely,Never,Very frequently,Rarely,Rarely,Never,Rarely,Rarely,Very frequently,Rarely,Very frequently,Rarely,Sometimes,6,4,1,0,Improve
20,Spotify,1,FALSE,FALSE,FALSE,EDM,TRUE,FALSE,102,Rarely,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Never,Very frequently,5,9,6,1,Improve
19,I do Falset use a streaming service.,1,TRUE,TRUE,FALSE,Video game music,FALSE,FALSE,127,Very frequently,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Never,Sometimes,Sometimes,7,5,7,0,Improve
20,Spotify,8,TRUE,FALSE,FALSE,Jazz,TRUE,TRUE,93,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Never,7,6,7,4,Improve
60,Spotify,2,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Never,0,0,0,0,Improve
65,Apple Music,6,TRUE,FALSE,FALSE,R&B,FALSE,TRUE,146,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,3,5,0,2,False effect
28,Spotify,3,FALSE,TRUE,TRUE,Metal,TRUE,TRUE,0,Very frequently,Rarely,Sometimes,Rarely,Never,Very frequently,Rarely,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Rarely,8,8,5,2,Improve
18,I do Falset use a streaming service.,4,TRUE,TRUE,FALSE,EDM,FALSE,TRUE,150,Very frequently,Rarely,Rarely,Very frequently,Never,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,8,7,10,6,Improve
42,Spotify,2,TRUE,FALSE,FALSE,Rock,FALSE,TRUE,85,Rarely,Rarely,Rarely,Never,Never,Very frequently,Sometimes,Never,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,2,4,5,2,Improve
80,I do Falset use a streaming service.,3,TRUE,TRUE,FALSE,Classical,FALSE,FALSE,122,Very frequently,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Sometimes,Never,Very frequently,Rarely,Sometimes,7,3,9,2,Improve
22,I do Falset use a streaming service.,4,FALSE,FALSE,TRUE,Pop,TRUE,FALSE,,Rarely,Rarely,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,8,7,4,4,Improve
56,Other streaming service,2,FALSE,FALSE,FALSE,Jazz,TRUE,TRUE,120,Sometimes,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Never,Very frequently,Rarely,Rarely,Sometimes,Never,0,0,0,5,False effect
20,YouTube Music,1,TRUE,FALSE,FALSE,Pop,FALSE,TRUE,120,Never,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Very frequently,Never,Sometimes,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,8,6,9,8,Improve
15,Spotify,1,TRUE,FALSE,FALSE,Video game music,TRUE,TRUE,150,Never,Rarely,Sometimes,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Never,4,2,3,2,Improve
67,I do Falset use a streaming service.,1,FALSE,FALSE,FALSE,Rock,FALSE,FALSE,,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Never,Very frequently,Very frequently,Rarely,Never,Sometimes,Very frequently,Very frequently,Never,Rarely,3,2,2,2,
57,Spotify,2,TRUE,TRUE,FALSE,Gospel,FALSE,FALSE,174,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,6,4,10,0,Improve
22,Apple Music,7,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,112,Never,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Rarely,8,8,10,0,Improve
17,Spotify,5,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,180,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Very frequently,Sometimes,5,5,5,5,Improve
19,Spotify,3,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,121,Never,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Rarely,10,8,6,2,False effect
50,I do Falset use a streaming service.,1,FALSE,FALSE,FALSE,Rock,FALSE,FALSE,98,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Never,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Rarely,0,0,7,0,Improve
24,Spotify,6,TRUE,TRUE,TRUE,Rock,TRUE,TRUE,118,Never,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Never,Sometimes,Very frequently,Very frequently,8,8,10,0,Improve
67,Apple Music,2,FALSE,FALSE,FALSE,Rock,TRUE,FALSE,,Sometimes,Rarely,Sometimes,Very frequently,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,8,2,0,0,False effect
18,Other streaming service,3,TRUE,TRUE,TRUE,Metal,TRUE,FALSE,135,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Never,Very frequently,Very frequently,Very frequently,7,8,4,10,Improve
